,ts_code,name,enname,list_status,list_date,delist_date
315,000801.SZ,四川九洲,"Sichuan Jiuzhou Electronic Co.,Ltd",L,19980506,
316,000802.SZ,北京文化,"Beijing Jingxi Culture&Tourism Co.,Ltd",L,19980108,
317,000803.SZ,*ST金宇,"Si Chuan Jinyu Automobile City(Group) Co.,Ltd.",L,19980303,
318,000806.SZ,*ST银河,"Galaxy Biomedical Investment Co.,Ltd.",L,19980416,
319,000807.SZ,云铝股份,"Yunnan Aluminium Co.,Ltd.",L,19980408,
320,000809.SZ,铁岭新城,Tieling Newcity Investment Holding(Group) Limited,L,19980616,
321,000810.SZ,创维数字,"Skyworth Digital Co.,Ltd.",L,19980602,
322,000811.SZ,冰轮环境,"Moon Environment Technology Co.,Ltd.",L,19980528,
323,000812.SZ,陕西金叶,"Shaanxi Jinye Science Technology and Education Group Co.,Ltd.",L,19980623,
324,000813.SZ,德展健康,DEZHAN HEALTHCARE COMPANY LIMITED.,L,19980519,
325,000815.SZ,美利云,"Mcc Meili Cloud Computing Industry Investment Co., Ltd",L,19980609,
326,000816.SZ,ST慧业,"Jiangsu Nonghua Intelligent Agriculture Technology Co.,Ltd.",L,19970818,
327,000818.SZ,航锦科技,"Hangjin Technology Co., Ltd.",L,19971017,
328,000819.SZ,岳阳兴长,"Yueyang Xingchang Petro-Chemical Co.,Ltd.",L,19970625,
329,000820.SZ,*ST节能,"Shenwu Energy Saving Co., Ltd.",L,19980630,
330,000821.SZ,京山轻机,"J.S. Corrugating Machinery Co.,Ltd.",L,19980626,
331,000822.SZ,山东海化,"Shandong Haihua Co.,Ltd",L,19980703,
332,000823.SZ,超声电子,"Guangdong Goworld Co.,Ltd.",L,19971008,
333,000825.SZ,太钢不锈,"Shanxi Taigang Stainless Steel Co.,Ltd",L,19981021,
334,000826.SZ,启迪环境,"Tus Environmental Science and Technology Development Co., Ltd.",L,19980225,
335,000828.SZ,东莞控股,"DONGGUAN DEVELOPMENT (HOLDINGS) CO.,LTD.",L,19970617,
336,000829.SZ,天音控股,"Telling Telecommunication Holding Co.,Ltd.",L,19971202,
337,000830.SZ,鲁西化工,"Luxi Chemical Group Co.,Ltd.",L,19980807,
338,000831.SZ,五矿稀土,"China Minmetals Rare Earth Co., Ltd.",L,19980911,
339,000833.SZ,粤桂股份,"Guangxi Yuegui Guangye Holdings Co., Ltd.",L,19981111,
340,000835.SZ,*ST长动,"Great Wall International Acg Co., Ltd.",L,19990625,
341,000836.SZ,富通鑫茂,"Tianjin Futong Xinmao Science&Technology Co.,Ltd.",L,19970929,
342,000837.SZ,*ST秦机,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",L,19980928,
343,000838.SZ,财信发展,"CASIN Real Estate Development Group Co.,Ltd.",L,19970626,
344,000839.SZ,中信国安,"CITIC Guoan Information Industry Co.,Ltd",L,19971031,
345,000848.SZ,承德露露,Hebei Cheng De Lolo Company Limited,L,19971113,
346,000850.SZ,华茂股份,Anhui Huamao Textile Company Limited,L,19981007,
347,000851.SZ,高鸿股份,"Gohigh Data Networks Technology Co.,Ltd",L,19980609,
348,000852.SZ,石化机械,Sinopec Oilfield Equipment Corporation,L,19981126,
349,000856.SZ,冀东装备,Tangshan Jidong Equipment and Engineering Co.Ltd,L,19980813,
350,000858.SZ,五粮液,"Wuliangye Yibin Co.,Ltd",L,19980427,
351,000859.SZ,国风塑业,"Anhui Guofeng Plastic Industry Co.,Ltd.",L,19981119,
352,000860.SZ,顺鑫农业,"Beijing Shunxin Agriculture Co.,Ltd",L,19981104,
353,000861.SZ,海印股份,"Guangdong Highsun Group Co.,Ltd.",L,19981028,
354,000862.SZ,银星能源,"Ning Xia Yin Xing Energy Co.,Ltd",L,19980915,
355,000863.SZ,三湘印象,"Sanxiang Impression Co.,Ltd",L,19970925,
356,000868.SZ,ST安凯,"Anhui Ankai Automobile Co.,Ltd.",L,19970725,
357,000869.SZ,张裕A,Yantai Changyu Pioneer Wine Company Limited,L,20001026,
358,000875.SZ,吉电股份,"Jilin Electric Power Co.,Ltd.",L,20020926,
359,000876.SZ,新希望,"New Hope Liuhe Co.,Ltd",L,19980311,
360,000877.SZ,天山股份,"Xinjiang Tianshan Cement Co.,Ltd",L,19990107,
361,000878.SZ,云南铜业,"Yunnan Copper Co.,Ltd.",L,19980602,
362,000880.SZ,潍柴重机,"Weichai Heavy Machinery Co., Ltd.",L,19980402,
363,000881.SZ,中广核技,"CGN Nuclear Technology Development Co., Ltd.",L,19980902,
364,000882.SZ,华联股份,"Beijing Hualian Department Store Co.,Ltd",L,19980616,
365,000883.SZ,湖北能源,"Hubei Energy Group Co.,Ltd.",L,19980519,
366,000885.SZ,城发环境,"Henan City Development Environment CO.,Ltd",L,19990319,
367,000886.SZ,海南高速,"Hainan Expressway Co.,Ltd.",L,19980123,
368,000887.SZ,中鼎股份,"Anhui Zhongding Sealing Parts Co.,Ltd.",L,19981203,
369,000888.SZ,峨眉山A,Emei Shan Tourism Company Limited,L,19971021,
370,000889.SZ,中嘉博创,"ZJBC Information Technology Co.,Ltd",L,19971218,
371,000890.SZ,*ST胜尔,Jiangsu Fasten Company Limited,L,19990119,
372,000892.SZ,欢瑞世纪,H&R Century Union Corporation,L,19990115,
373,000893.SZ,东凌国际,"Guangzhou Donlink International Investment Co., Ltd.",L,19981224,
374,000895.SZ,双汇发展,"Henan Shuanghui Investment & Development Co.,Ltd.",L,19981210,
375,000897.SZ,津滨发展,"Tianjin Jinbin Development Co.,Ltd",L,19990422,
376,000898.SZ,鞍钢股份,Angang Steel Company Limited,L,19971225,
377,000899.SZ,赣能股份,"Jiangxi Ganneng Co.,Ltd",L,19971126,
378,000900.SZ,现代投资,"Xiandai Investment Co.,Ltd",L,19990128,
379,000901.SZ,航天科技,"Aerospace Hi-Tech Holding Group Co.,Ltd",L,19990401,
380,000902.SZ,新洋丰,"Xinyangfeng Agricultural Technology Co., Ltd.",L,19990408,
381,000903.SZ,云内动力,"Kunming Yunnei Power Co.,Ltd",L,19990415,
382,000905.SZ,厦门港务,"Xiamen Port Development Co., Ltd",L,19990429,
383,000906.SZ,浙商中拓,"Zheshang Development Group Co.,Ltd.",L,19990707,
384,000908.SZ,景峰医药,"Hunan Jingfeng Pharmaceutical Co.,Ltd.",L,19990203,
385,000909.SZ,数源科技,"Soyea Technology Co.,Ltd.",L,19990507,
386,000910.SZ,大亚圣象,"Dare Power Dekor Home Co.,Ltd.",L,19990630,
387,000911.SZ,ST南糖,"Nanning Sugar Industry Co.,Ltd.",L,19990527,
388,000912.SZ,泸天化,Sichuan Lutianhua Company Limited,L,19990603,
389,000913.SZ,钱江摩托,"Zhejiang Qjiang Motorcycle Co.,Ltd.",L,19990514,
390,000915.SZ,山大华特,"Shandong Shanda Wit Science and Technology Co.,Ltd.",L,19990609,
391,000917.SZ,电广传媒,"Hunan TV & Broadcast Intermediary Co.,Ltd.",L,19990325,
392,000918.SZ,嘉凯城,"China Calxon Group Co.,Ltd.",L,19990720,
393,000919.SZ,金陵药业,Jinling Pharmaceutical Company Limited,L,19991118,
394,000920.SZ,南方汇通,"South Huiton Co.,Ltd",L,19990616,
395,000921.SZ,海信家电,"Hisense Home Appliances Group Co., Ltd.",L,19990713,
396,000922.SZ,佳电股份,"Harbin Electric Corporation Jiamusi Electric Machine Co.,Ltd",L,19990618,
397,000923.SZ,河钢资源,"HBIS Resources Co., Ltd.",L,19990714,
398,000925.SZ,众合科技,"UniTTEC Co., Ltd",L,19990611,
399,000926.SZ,福星股份,"Hubei Fuxing Science and Technology Co.,Ltd",L,19990618,
400,000927.SZ,*ST夏利,"Tianjin FAW Xiali Automobile Co.,Ltd.",L,19990727,
401,000928.SZ,中钢国际,"Sinosteel Engineering & Technology Co., Ltd.",L,19990312,
402,000929.SZ,兰州黄河,"Lanzhou Huanghe Enterprise Co.,Ltd.",L,19990623,
403,000930.SZ,中粮科技,"COFCO BIOTECHNOLOGY CO., LTD.",L,19990712,
404,000931.SZ,中关村,"Beijing Centergate Technologies (Holding) Co., Ltd.",L,19990712,
405,000932.SZ,华菱钢铁,"Hunan Valin Steel Co., Ltd.",L,19990803,
406,000933.SZ,神火股份,"Henan Shenhuo Coal & Power Co.,Ltd",L,19990831,
407,000935.SZ,四川双马,"Sichuan Shuangma Cement Co.,Ltd",L,19990824,
408,000936.SZ,华西股份,"Jiangsu Huaxicun Co.,Ltd.",L,19990810,
409,000937.SZ,冀中能源,"Jizhong Energy Resources Co.,Ltd.",L,19990909,
410,000938.SZ,紫光股份,Unisplendour Corporation Limited,L,19991104,
411,000948.SZ,南天信息,"Yunnan Nantian Electronics Information Co.,Ltd",L,19991014,
412,000949.SZ,新乡化纤,"Xinxiang Chemical Fiber Co.,Ltd.",L,19991021,
413,000950.SZ,重药控股,"C.Q.Pharmaceutical Holding Co., Ltd.",L,19990916,
414,000951.SZ,中国重汽,"Sinotruk Jinan Truck Co., Ltd.",L,19991125,
415,000952.SZ,广济药业,"Hubei Guangji Pharmaceutical Co.,Ltd.",L,19991112,
416,000953.SZ,*ST河化,"Guangxi Hechi Chemical Co.,Ltd",L,19991202,
417,000955.SZ,欣龙控股,Xinlong Holding (Group) Company Ltd.,L,19991209,
418,000957.SZ,中通客车,"Zhongtong Bus Holding Co.,Ltd.",L,20000113,
419,000958.SZ,东方能源,SPIC DONGFANG ENERGY CORPORATION,L,19991223,
420,000959.SZ,首钢股份,"Beijing Shougang Co., Ltd.",L,19991216,
421,000960.SZ,锡业股份,"Yunnan Tin Co.,Ltd.",L,20000221,
422,000961.SZ,中南建设,"Jiangsu Zhongnan Construction Group Co.,Ltd",L,20000301,
423,000962.SZ,东方钽业,"Ningxia Orient Tantalum Industry Co.,Ltd.",L,20000120,
424,000963.SZ,华东医药,"Huadong Medicine Co.,Ltd.",L,20000127,
425,000965.SZ,天保基建,"Tianjin Tianbao Infrastructure Co.,Ltd.",L,20000406,
426,000966.SZ,长源电力,"Guodian Changyuan Electric Power Co.,Ltd",L,20000316,
427,000967.SZ,盈峰环境,Infore Environment Technology Group Co. Ltd.,L,20000330,
428,000968.SZ,蓝焰控股,Shanxi Blue Flame Holding Company Limited,L,20000622,
429,000969.SZ,安泰科技,"Advanced Technology & Materials Co., Ltd.",L,20000529,
430,000970.SZ,中科三环,"Beijing Zhong Ke San Huan High-Tech Co.,Ltd.",L,20000420,
431,000971.SZ,*ST高升,"Gosun Holding Co., Ltd.",L,20000427,
432,000972.SZ,ST中基,"Chalkis Health Industry Co.,Ltd",L,20000926,
433,000973.SZ,佛塑科技,"FSPG Hi-Tech Co., Ltd.",L,20000525,
434,000975.SZ,银泰黄金,"Yintai Gold Co.,Ltd.",L,20000608,
435,000976.SZ,华铁股份,Guangdong Huatie Tongda High-speed Railway Equipment Corporation,L,20000601,
436,000977.SZ,浪潮信息,"Inspur Electronic Information Industry Co.,Ltd",L,20000608,
437,000978.SZ,桂林旅游,Guilin Tourism Corporation Limited,L,20000518,
438,000980.SZ,*ST众泰,"Zotye Automobile Co., Ltd",L,20000616,
439,000981.SZ,*ST银亿,"YINYI CO.,LTD.",L,20000622,
440,000982.SZ,*ST中绒,"Ningxia Zhongyin Cashmere Co.,Ltd.",L,20000706,
441,000983.SZ,西山煤电,"Shanxi Xishan Coal and Electricity Power Co.,Ltd",L,20000726,
442,000985.SZ,大庆华科,Daqing Huake Company Limited,L,20000726,
443,000987.SZ,越秀金控,"Guangzhou Yuexiu Financial Holdings Group Co., Ltd.",L,20000718,
444,000988.SZ,华工科技,Huagong Tech Company Limited,L,20000608,
445,000989.SZ,九芝堂,"Jiuzhitang Co.,Ltd.",L,20000628,
446,000990.SZ,诚志股份,"Chengzhi Co.,Ltd.",L,20000706,
447,000993.SZ,闽东电力,Fujian Mindong Electric Power Limited Company,L,20000731,
448,000996.SZ,中国中期,"China CIFCO Investment Co.,Ltd",L,20000718,
449,000997.SZ,新大陆,"Newland Digital Technology Co.,Ltd.",L,20000807,
450,000998.SZ,隆平高科,"Yuan Longping High-Tech Agriculture Co.,Ltd.",L,20001211,
451,000999.SZ,华润三九,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",L,20000309,
452,001696.SZ,宗申动力,"Chongqing Zongshen Power Machinery Co.,Ltd",L,19970306,
453,001872.SZ,招商港口,"China Merchants Port Group Co., Ltd.",L,19930505,
454,001896.SZ,豫能控股,"Henan Yuneng Holdings Co.,Ltd.",L,19980122,
455,001914.SZ,招商积余,"China Merchants Property Operation & Service Co., Ltd.",L,19940928,
456,001965.SZ,招商公路,"China Merchants Expressway Network Technology Holdings Co., Ltd.",L,20171225,
457,001979.SZ,招商蛇口,"China Merchants Shekou Industrial Zone Holdings Co.,Ltd",L,20151230,
458,002001.SZ,新和成,Zhejiang NHU Company Ltd.,L,20040625,
459,002002.SZ,鸿达兴业,"Hongda Xingye Co.,Ltd.",L,20040625,
460,002003.SZ,伟星股份,"Zhejiang Weixing Industrial Development Co., Ltd.",L,20040625,
461,002004.SZ,华邦健康,"Huapont Life Sciences Co., Ltd",L,20040625,
462,002005.SZ,*ST德豪,"Elec-Tech International Co.,Ltd.",L,20040625,
463,002006.SZ,精功科技,"Zhejiang Jinggong Science & Technology Co.,Ltd.",L,20040625,
464,002007.SZ,华兰生物,"Hualan Biological Engineering,Inc.",L,20040625,
465,002008.SZ,大族激光,"Han's Laser Technology Industry Group Co.,Ltd.",L,20040625,
466,002009.SZ,天奇股份,"Miracle Automation Engineering Co.,Ltd",L,20040629,
467,002010.SZ,传化智联,"Transfar Zhilian Co.,Ltd.",L,20040629,
468,002011.SZ,盾安环境,"Zhejiang Dun'An Artificial Environment Co., Ltd",L,20040705,
469,002012.SZ,凯恩股份,"Zhejiang Kan Specialities Material Co.,Ltd.",L,20040705,
470,002013.SZ,中航机电,"AVIC Electromechanical Systems Co., Ltd.",L,20040705,
471,002014.SZ,永新股份,"Huangshan Novel Co.,Ltd",L,20040708,
472,002015.SZ,协鑫能科,"GCL Energy Technology Co.,Ltd.",L,20040708,
473,002016.SZ,世荣兆业,"Guangdong Shirongzhaoye Co.,Ltd.",L,20040708,
474,002017.SZ,东信和平,"Eastcompeace Technology Co.,Ltd",L,20040713,
475,002019.SZ,亿帆医药,"Yifan Pharmaceutical Co.,Ltd.",L,20040713,
476,002020.SZ,京新药业,"Zhejiang Jingxin Pharmaceutical Co.,Ltd.",L,20040715,
477,002021.SZ,ST中捷,"Zoje Resources Investment Co.,Ltd.",L,20040715,
478,002022.SZ,科华生物,"Shanghai Kehua Bio-Engineering Co., Ltd",L,20040721,
479,002023.SZ,海特高新,"Sichuan Haite High-Tech Co., Ltd.",L,20040721,
480,002024.SZ,苏宁易购,"SUNING.COM CO.,LTD.",L,20040721,
481,002025.SZ,航天电器,"Guizhou Space Appliance Co.,Ltd.",L,20040726,
482,002026.SZ,山东威达,"Shandong Weida Machinery Co.,Ltd.",L,20040727,
483,002027.SZ,分众传媒,"Focus Media Information Technology Co., Ltd.",L,20040804,
484,002028.SZ,思源电气,"Sieyuan Electric Co.,Ltd.",L,20040805,
485,002029.SZ,七匹狼,"Fujian Septwolves Industry Co.,Ltd.",L,20040806,
486,002030.SZ,达安基因,"Da An Gene Co.,Ltd. of Sun Yat-Sen University",L,20040809,
487,002031.SZ,巨轮智能,Greatoo Intelligent Equipment Inc.,L,20040816,
488,002032.SZ,苏泊尔,"ZHEJIANG SUPOR CO., LTD.",L,20040817,
489,002033.SZ,丽江股份,"Lijiang Yulong Tourism Co.,Ltd.",L,20040825,
490,002034.SZ,旺能环境,"WANGNENG ENVIRONMENT CO.,LTD",L,20040826,
491,002035.SZ,华帝股份,Vatti Corporation Limited,L,20040901,
492,002036.SZ,联创电子,"LianChuang Electronic Technology Co. , Ltd",L,20040903,
493,002037.SZ,保利联合,"POLY UNION CHEMICAL HOLDING GROUP CO.,LTD.",L,20040908,
494,002038.SZ,双鹭药业,"Beijing SL Pharmaceutical Co.,Ltd.",L,20040909,
495,002039.SZ,黔源电力,"Guizhou Qianyuan Power Co.,Ltd.",L,20050303,
496,002040.SZ,南京港,"Nanjing Port Co., Ltd.",L,20050325,
497,002041.SZ,登海种业,"Shandong Denghai Seeds Co.,Ltd",L,20050418,
498,002042.SZ,华孚时尚,"Huafu Fashion Co., Ltd.",L,20050427,
499,002043.SZ,兔宝宝,"Dehua TB New Decoration Material Co.,Ltd.",L,20050510,
500,002044.SZ,美年健康,"Meinian Onehealth Healthcare Holdings Co., Ltd.",L,20050518,
501,002045.SZ,国光电器,GUOGUANG ELECTRIC COMPANY LIMITED,L,20050523,
502,002046.SZ,轴研科技,"Luoyang Bearing Science & Technology Co.,Ltd",L,20050526,
503,002047.SZ,宝鹰股份,"Shenzhen Bauing Construction Holding Group Co.,Ltd.",L,20050531,
504,002048.SZ,宁波华翔,"Ningbo Huaxiang Electronic Co., Ltd",L,20050603,
505,002049.SZ,紫光国微,"Unigroup Guoxin Microelectronics Co., Ltd.",L,20050606,
506,002050.SZ,三花智控,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",L,20050607,
507,002051.SZ,中工国际,"China CAMC Engineering Co.,Ltd.",L,20060619,
508,002052.SZ,*ST同洲,"Shenzhen Coship Electronics Co.,Ltd",L,20060627,
509,002053.SZ,云南能投,"Yunnan Energy Investment Co.,Ltd",L,20060627,
510,002054.SZ,德美化工,"Dymatic Chemicals,Inc.",L,20060725,
511,002055.SZ,得润电子,"Shenzhen Deren Electronic Co.,Ltd.",L,20060725,
512,002056.SZ,横店东磁,"Hengdian Group DMEGC Magnetics Co.,Ltd",L,20060802,
513,002057.SZ,中钢天源,"SINOSTEEL NEW MATERIALS CO., LTD.",L,20060802,
514,002058.SZ,威尔泰,"Shanghai Welltech Automation Co.,Ltd.",L,20060802,
515,002059.SZ,云南旅游,"Yunnan Tourism Co., Ltd.",L,20060810,
516,002060.SZ,粤水电,"Guangdong No.2 Hydropower Engineering Company, Ltd.",L,20060810,
517,002061.SZ,浙江交科,"Zhejiang Communications Technology Co.,Ltd.",L,20060816,
518,002062.SZ,宏润建设,"Hongrun Construction Group Co., Ltd.",L,20060816,
519,002063.SZ,远光软件,YGSOFT Inc.,L,20060823,
520,002064.SZ,华峰氨纶,"Zhejiang Huafon Spandex Co.,Ltd.",L,20060823,
521,002065.SZ,东华软件,"DHC Software Co.,Ltd.",L,20060823,
522,002066.SZ,瑞泰科技,"Ruitai Materials Technology Co., Ltd.",L,20060823,
523,002067.SZ,景兴纸业,"Zhejiang Jingxing Paper Joint Stock Co.,Ltd.",L,20060915,
524,002068.SZ,黑猫股份,"JIANGXI BLACK CAT CARBON BLACK INC.,LTD",L,20060915,
525,002069.SZ,獐子岛,"Zoneco Group Co.,Ltd.",L,20060928,
526,002071.SZ,*ST长城,"Great Wall Movie and Television Co.,Ltd.",L,20061012,
527,002072.SZ,ST凯瑞,"Kairuide Holding Co.,Ltd.",L,20061018,
528,002073.SZ,软控股份,"Mesnac Co.,Ltd.",L,20061018,
529,002074.SZ,国轩高科,"Gotion High-tech Co.,Ltd.",L,20061018,
530,002075.SZ,沙钢股份,"Jiangsu Shagang Co.,Ltd.",L,20061025,
531,002076.SZ,*ST雪莱,"Cnlight Co., Ltd",L,20061025,
532,002077.SZ,*ST大港,"Jiangsu Dagang Co.,Ltd.",L,20061116,
533,002078.SZ,太阳纸业,"SHANDONG SUN PAPER CO., LTD.",L,20061116,
534,002079.SZ,苏州固锝,"Suzhou Good-Ark Electronics Co., Ltd",L,20061116,
535,002080.SZ,中材科技,"Sinoma Science & Technology Co.,Ltd.",L,20061120,
536,002081.SZ,金螳螂,"Suzhou Gold Mantis Construction Decoration Co.,Ltd.",L,20061120,
537,002082.SZ,万邦德,"WANBANGDE PHARMACEUTICAL HOLDING GROUP CO.,LTD.",L,20061120,
538,002083.SZ,孚日股份,"Sunvim Group Co.,Ltd.",L,20061124,
539,002084.SZ,海鸥住工,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",L,20061124,
540,002085.SZ,万丰奥威,"Zhejiang Wanfeng Auto Wheel Co.,Ltd.",L,20061128,
541,002086.SZ,*ST东洋,"Shandong Oriental Ocean Sci-Tech Co., Ltd",L,20061128,
542,002087.SZ,新野纺织,"Henan Xinye Textile Co.,Ltd.",L,20061130,
543,002088.SZ,鲁阳节能,"Luyang Energy-Saving Materials Co.,Ltd.",L,20061130,
544,002089.SZ,*ST新海,"NEW SEA UNION TECHNOLOGY GROUP CO.,LTD.",L,20061130,
545,002090.SZ,金智科技,"Wiscom System Co.,Ltd.",L,20061208,
546,002091.SZ,江苏国泰,"Jiangsu Guotai International Group Co., Ltd.",L,20061208,
547,002092.SZ,中泰化学,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD",L,20061208,
548,002093.SZ,国脉科技,"Guomai Technologies,Inc.",L,20061215,
549,002094.SZ,青岛金王,"Qingdao Kingking Applied Chemistry Co.,Ltd.",L,20061215,
550,002095.SZ,生意宝,"Zhejiang Netsun Co.,Ltd",L,20061215,
551,002096.SZ,南岭民爆,"Hunan Nanling Industrial Explosive Materials Co., Ltd.",L,20061222,
552,002097.SZ,山河智能,"Sunward Intelligent Equipment Co.,Ltd.",L,20061222,
553,002098.SZ,浔兴股份,"Fujian SBS Zipper Science and Technology Co., Ltd",L,20061222,
554,002099.SZ,海翔药业,"Zhejiang Hisoar Pharmaceutical Co., Ltd.",L,20061226,
555,002100.SZ,天康生物,Tecon Biology Co.Ltd,L,20061226,
556,002101.SZ,广东鸿图,"Guangdong Hongtu Technology(Holdings) Co.,Ltd.",L,20061229,
557,002102.SZ,ST冠福,"Guanfu Holdings Co.,Ltd.",L,20061229,
558,002103.SZ,广博股份,"Guangbo Group Stock Co.,Ltd.",L,20070110,
559,002104.SZ,恒宝股份,"Hengbao Co.,Ltd.",L,20070110,
560,002105.SZ,信隆健康,HL Corp (Shenzhen),L,20070112,
561,002106.SZ,莱宝高科,"Shenzhen Laibao Hi-Tech Co., Ltd",L,20070112,
562,002107.SZ,沃华医药,"Shandong Wohua Pharmaceutical Co., Ltd.",L,20070124,
563,002108.SZ,沧州明珠,"Cangzhou Mingzhu Plastic Co.,Ltd.",L,20070124,
564,002109.SZ,兴化股份,"Shaanxi Xinghua Chemistry Co.,Ltd",L,20070126,
565,002110.SZ,三钢闽光,"Sansteel Minguang Co.,Ltd.Fujian",L,20070126,
566,002111.SZ,威海广泰,"Weihai Guangtai Airport Equipment Co.,Ltd",L,20070126,
567,002112.SZ,三变科技,"San Bian Science & Technology Co.,Ltd.",L,20070208,
568,002113.SZ,*ST天润,"Hunan Tianrun Digital Entertainment &Cultural Media Co.,Ltd.",L,20070208,
569,002114.SZ,罗平锌电,"Yunnan Luoping Zinc & Electricity Co.,Ltd.",L,20070215,
570,002115.SZ,三维通信,"Sunwave Communications Co., Ltd.",L,20070215,
571,002116.SZ,中国海诚,"China Haisum Engineering Co.,Ltd.",L,20070215,
572,002117.SZ,东港股份,Tungkong Inc.,L,20070302,
573,002118.SZ,紫鑫药业,"Jilin Zixin Pharmaceutical Industrial Co., Ltd.",L,20070302,
574,002119.SZ,康强电子,"Ningbo Kangqiang Electronics Co., Ltd",L,20070302,
575,002120.SZ,韵达股份,"Yunda Holding Co., Ltd.",L,20070306,
576,002121.SZ,*ST科陆,"Shenzhen Clou Electronices Co., Ltd.",L,20070306,
577,002122.SZ,*ST天马,"Tianma Bearing Group Co.,Ltd",L,20070328,
578,002123.SZ,梦网集团,"Montnets Rongxin Technology Group Co.,Ltd.",L,20070328,
579,002124.SZ,天邦股份,"Tech-bank Food Co.,Ltd.",L,20070403,
580,002125.SZ,湘潭电化,"Xiangtan Electrochemical Scientific Co.,Ltd",L,20070403,
581,002126.SZ,银轮股份,"Zhejiang Yinlun Machinery Co.,Ltd",L,20070418,
582,002127.SZ,南极电商,"NanJi E-Commerce Co., LTD",L,20070418,
583,002128.SZ,露天煤业,Huolinhe Opencut Coal Industry Corporation Limited of Inner Mongolia,L,20070418,
584,002129.SZ,中环股份,"Tianjin Zhonghuan Semiconductor Co., Ltd.",L,20070420,
585,002130.SZ,沃尔核材,"Shenzhen Woer Heat-Shrinkable Material Co.,Ltd.",L,20070420,
586,002131.SZ,利欧股份,"Leo Group Co.,Ltd.",L,20070427,
587,002132.SZ,恒星科技,"Henan Hengxing Science & Technology Co.,Ltd.",L,20070427,
588,002133.SZ,广宇集团,"Cosmos Group Co.,Ltd.",L,20070427,
589,002134.SZ,天津普林,Tianjin Printronics Circuit Corporation,L,20070516,
590,002135.SZ,东南网架,"Zhejiang Southeast Space Frame Co.,Ltd.",L,20070530,
591,002136.SZ,安纳达,"Anhui Annada Titanium Industry Co.,Ltd.",L,20070530,
592,002137.SZ,麦达数字,"Shen Zhen Mindata Holding Co., Ltd",L,20070613,
